error    libmamba Could not set lock (Resource temporarily unavailable)
warning  libmamba Cannot lock '/home/julian/.cache/mamba/proc'
    Waiting for other mamba process to finish
[E-678 s421] best=72850.60 (+-402.88 vs bank) it=1457 acc=1457 [652s]
[E-678 s421] best=72851.19 (+-402.29 vs bank) it=1458 acc=1458 [652s]
[E-678 s421] best=72852.03 (+-401.45 vs bank) it=1462 acc=1462 [654s]
[E-678 s421] best=72852.46 (+-401.02 vs bank) it=1467 acc=1467 [656s]
[E-678 s421] best=72856.11 (+-397.37 vs bank) it=1483 acc=1483 [663s]
[E-678 s421] best=72856.34 (+-397.14 vs bank) it=1491 acc=1491 [666s]
[E-678 s421] best=72856.79 (+-396.69 vs bank) it=1497 acc=1497 [668s]
[E-678 s421] it=1500 cur=72856.79 best=72856.79 [670s]
[E-678 s421] best=72856.94 (+-396.54 vs bank) it=1501 acc=1501 [670s]
[E-678 s421] best=72857.48 (+-396.00 vs bank) it=1517 acc=1517 [677s]
[E-678 s421] best=72857.51 (+-395.97 vs bank) it=1519 acc=1519 [677s]
[E-678 s421] best=72859.17 (+-394.31 vs bank) it=1522 acc=1522 [679s]
[E-678 s421] best=72860.18 (+-393.30 vs bank) it=1523 acc=1523 [679s]
[E-678 s421] best=72861.32 (+-392.16 vs bank) it=1525 acc=1525 [680s]
[E-678 s421] best=72862.59 (+-390.89 vs bank) it=1527 acc=1527 [681s]
[E-678 s421] best=72863.93 (+-389.55 vs bank) it=1528 acc=1528 [681s]
[E-678 s421] best=72865.32 (+-388.15 vs bank) it=1531 acc=1531 [683s]
[E-678 s421] best=72866.26 (+-387.21 vs bank) it=1539 acc=1539 [686s]
[E-678 s421] best=72868.69 (+-384.79 vs bank) it=1541 acc=1541 [687s]
[E-678 s421] best=72870.82 (+-382.66 vs bank) it=1543 acc=1543 [688s]
[E-678 s421] best=72873.68 (+-379.79 vs bank) it=1545 acc=1545 [688s]
[E-678 s421] best=72873.78 (+-379.70 vs bank) it=1550 acc=1550 [691s]
[E-678 s421] best=72874.44 (+-379.04 vs bank) it=1554 acc=1554 [693s]
[E-678 s421] best=72874.61 (+-378.87 vs bank) it=1555 acc=1555 [693s]
[E-678 s421] best=72875.48 (+-378.00 vs bank) it=1564 acc=1564 [697s]
[E-678 s421] best=72875.84 (+-377.64 vs bank) it=1569 acc=1569 [699s]
[E-678 s421] best=72876.07 (+-377.41 vs bank) it=1570 acc=1570 [700s]
[E-678 s421] best=72877.56 (+-375.92 vs bank) it=1573 acc=1573 [701s]
[E-678 s421] best=72877.87 (+-375.61 vs bank) it=1575 acc=1575 [702s]
[E-678 s421] best=72879.12 (+-374.35 vs bank) it=1578 acc=1578 [703s]
[E-678 s421] it=1600 cur=72879.12 best=72879.12 [713s]
[E-678 s421] best=72879.65 (+-373.83 vs bank) it=1610 acc=1610 [718s]
[E-678 s421] best=72879.82 (+-373.66 vs bank) it=1611 acc=1611 [719s]
[E-678 s421] best=72881.07 (+-372.41 vs bank) it=1615 acc=1615 [721s]
[E-678 s421] best=72881.22 (+-372.26 vs bank) it=1659 acc=1659 [741s]
[E-678 s421] best=72881.26 (+-372.22 vs bank) it=1667 acc=1667 [745s]
[E-678 s421] best=72882.10 (+-371.38 vs bank) it=1673 acc=1673 [747s]
[E-678 s421] best=72884.93 (+-368.55 vs bank) it=1676 acc=1676 [748s]
[E-678 s421] it=1700 cur=72884.93 best=72884.93 [761s]
[E-678 s421] best=72885.89 (+-367.59 vs bank) it=1718 acc=1718 [772s]
[E-678 s421] best=72886.84 (+-366.64 vs bank) it=1719 acc=1719 [773s]
[E-678 s421] best=72890.02 (+-363.46 vs bank) it=1727 acc=1727 [778s]
[E-678 s421] best=72890.33 (+-363.15 vs bank) it=1732 acc=1732 [781s]
[E-678 s421] best=72890.69 (+-362.79 vs bank) it=1749 acc=1749 [791s]
[E-678 s421] best=72893.61 (+-359.87 vs bank) it=1755 acc=1755 [794s]
[E-678 s421] best=72895.70 (+-357.78 vs bank) it=1759 acc=1759 [796s]
[E-678 s421] best=72896.17 (+-357.31 vs bank) it=1760 acc=1760 [797s]
[E-678 s421] best=72896.81 (+-356.67 vs bank) it=1764 acc=1764 [799s]
[E-678 s421] it=1800 cur=72896.81 best=72896.81 [820s]
[E-678 s421] best=72897.49 (+-355.99 vs bank) it=1887 acc=1887 [884s]
[E-678 s421] best=72898.20 (+-355.28 vs bank) it=1889 acc=1889 [886s]
[E-678 s421] best=72899.03 (+-354.45 vs bank) it=1898 acc=1898 [894s]
[E-678 s421] best=72899.51 (+-353.97 vs bank) it=1900 acc=1900 [895s]
[E-678 s421] it=1900 cur=72899.51 best=72899.51 [895s]
[E-678 s421] best=72900.09 (+-353.39 vs bank) it=1984 acc=1984 [952s]
[E-678 s421] best=72901.07 (+-352.41 vs bank) it=1989 acc=1989 [956s]
[E-678 s421] best=72902.33 (+-351.15 vs bank) it=1998 acc=1998 [962s]
[E-678 s421] best=72902.81 (+-350.67 vs bank) it=2000 acc=2000 [964s]
[E-678 s421] it=2000 cur=72902.81 best=72902.81 [964s]
[E-678 s421] best=72904.62 (+-348.86 vs bank) it=2050 acc=2050 [1004s]
[E-678 s421] best=72904.65 (+-348.83 vs bank) it=2065 acc=2065 [1017s]
[E-678 s421] best=72906.70 (+-346.78 vs bank) it=2089 acc=2089 [1037s]
[E-678 s421] best=72906.76 (+-346.72 vs bank) it=2096 acc=2096 [1041s]
[E-678 s421] it=2100 cur=72906.76 best=72906.76 [1044s]
[E-678 s421] best=72907.03 (+-346.45 vs bank) it=2138 acc=2138 [1075s]
[E-678 s421] best=72907.62 (+-345.86 vs bank) it=2152 acc=2152 [1085s]
[E-678 s421] best=72909.35 (+-344.12 vs bank) it=2154 acc=2154 [1087s]
[E-678 s421] best=72909.65 (+-343.83 vs bank) it=2177 acc=2177 [1104s]
[E-678 s421] it=2200 cur=72909.65 best=72909.65 [1123s]
[E-678 s421] best=72910.56 (+-342.92 vs bank) it=2240 acc=2240 [1142s]
[E-678 s421] it=2300 cur=72910.56 best=72910.56 [1170s]
[E-678 s421] best=72911.09 (+-342.39 vs bank) it=2306 acc=2306 [1172s]
[E-678 s421] best=72912.78 (+-340.70 vs bank) it=2333 acc=2333 [1185s]
[E-678 s421] best=72914.10 (+-339.38 vs bank) it=2368 acc=2368 [1202s]
[E-678 s421] it=2400 cur=72914.10 best=72914.10 [1216s]
[E-678 s421] best=72914.27 (+-339.21 vs bank) it=2463 acc=2463 [1266s]
[E-678 s421] it=2500 cur=72914.27 best=72914.27 [1296s]
[E-678 s421] best=72914.96 (+-338.52 vs bank) it=2518 acc=2518 [1310s]
[E-678 s421] best=72916.08 (+-337.40 vs bank) it=2521 acc=2521 [1313s]
[E-678 s421] best=72916.68 (+-336.80 vs bank) it=2524 acc=2524 [1315s]
[E-678 s421] best=72919.15 (+-334.33 vs bank) it=2530 acc=2530 [1320s]
[E-678 s421] it=2600 cur=72919.15 best=72919.15 [1378s]
[E-678 s421] best=72919.21 (+-334.27 vs bank) it=2604 acc=2604 [1381s]
[E-678 s421] best=72920.57 (+-332.91 vs bank) it=2610 acc=2610 [1385s]
[E-678 s421] best=72920.60 (+-332.88 vs bank) it=2631 acc=2631 [1400s]
[E-678 s421] best=72922.43 (+-331.05 vs bank) it=2653 acc=2653 [1413s]
[E-678 s421] best=72922.94 (+-330.54 vs bank) it=2655 acc=2655 [1415s]
[E-678 s421] best=72923.43 (+-330.05 vs bank) it=2657 acc=2657 [1416s]
[E-678 s421] best=72926.27 (+-327.21 vs bank) it=2674 acc=2674 [1428s]
[E-678 s421] best=72927.42 (+-326.06 vs bank) it=2687 acc=2687 [1439s]
[E-678 s421] best=72927.85 (+-325.63 vs bank) it=2688 acc=2688 [1440s]
[E-678 s421] best=72928.68 (+-324.80 vs bank) it=2692 acc=2692 [1443s]
[E-678 s421] best=72930.55 (+-322.93 vs bank) it=2695 acc=2695 [1446s]
[E-678 s421] best=72931.02 (+-322.46 vs bank) it=2696 acc=2696 [1446s]
[E-678 s421] it=2700 cur=72931.02 best=72931.02 [1450s]
[E-678 s421] best=72931.19 (+-322.29 vs bank) it=2701 acc=2701 [1451s]
[E-678 s421] best=72931.73 (+-321.75 vs bank) it=2705 acc=2705 [1454s]
[E-678 s421] best=72931.85 (+-321.63 vs bank) it=2710 acc=2710 [1459s]
[E-678 s421] best=72932.87 (+-320.61 vs bank) it=2717 acc=2717 [1464s]
[E-678 s421] best=72933.22 (+-320.26 vs bank) it=2754 acc=2754 [1491s]
[E-678 s421] best=72933.71 (+-319.77 vs bank) it=2757 acc=2757 [1494s]
[E-678 s421] best=72935.23 (+-318.25 vs bank) it=2764 acc=2764 [1499s]
[E-678 s421] best=72935.96 (+-317.52 vs bank) it=2767 acc=2767 [1501s]
[E-678 s421] best=72936.10 (+-317.38 vs bank) it=2768 acc=2768 [1502s]
[E-678 s421] best=72938.05 (+-315.43 vs bank) it=2769 acc=2769 [1502s]
[E-678 s421] best=72938.39 (+-315.09 vs bank) it=2783 acc=2783 [1512s]
[E-678 s421] best=72938.95 (+-314.53 vs bank) it=2785 acc=2785 [1514s]
[E-678 s421] best=72940.55 (+-312.93 vs bank) it=2790 acc=2790 [1517s]
[E-678 s421] it=2800 cur=72940.55 best=72940.55 [1525s]
[E-678 s421] best=72942.32 (+-311.16 vs bank) it=2803 acc=2803 [1528s]
[E-678 s421] best=72943.11 (+-310.37 vs bank) it=2807 acc=2807 [1531s]
[E-678 s421] best=72944.18 (+-309.29 vs bank) it=2808 acc=2808 [1531s]
[E-678 s421] best=72944.98 (+-308.50 vs bank) it=2815 acc=2815 [1536s]
[E-678 s421] best=72946.01 (+-307.47 vs bank) it=2820 acc=2820 [1540s]
[E-678 s421] best=72946.04 (+-307.44 vs bank) it=2828 acc=2828 [1545s]
[E-678 s421] best=72946.57 (+-306.91 vs bank) it=2832 acc=2832 [1548s]
[E-678 s421] best=72946.78 (+-306.70 vs bank) it=2834 acc=2834 [1549s]
[E-678 s421] best=72950.01 (+-303.47 vs bank) it=2835 acc=2835 [1550s]
[E-678 s421] best=72950.18 (+-303.30 vs bank) it=2864 acc=2864 [1573s]
[E-678 s421] best=72950.74 (+-302.74 vs bank) it=2870 acc=2870 [1576s]
[E-678 s421] best=72951.52 (+-301.96 vs bank) it=2872 acc=2872 [1578s]
[E-678 s421] best=72955.59 (+-297.89 vs bank) it=2886 acc=2886 [1586s]
[E-678 s421] best=72955.85 (+-297.63 vs bank) it=2888 acc=2888 [1588s]
[E-678 s421] it=2900 cur=72955.85 best=72955.85 [1595s]
[E-678 s421] best=72957.35 (+-296.13 vs bank) it=2927 acc=2927 [1614s]
[E-678 s421] best=72957.84 (+-295.64 vs bank) it=2984 acc=2984 [1650s]
[E-678 s421] DONE best=72957.84 (+-295.64 vs bank) [1660s]
