[E-756rr] bank 33490.458, 4479 matched. ruin-recreate K∈[100,400] 6000s seed7
[E-756rr] it139350: cur 33487.466 best 33490.458 (+0.000) T=0.138 acc134672 [2286s]
[E-756rr] it139400: cur 33487.237 best 33490.458 (+0.000) T=0.134 acc134718 [2287s]
[E-756rr] it139450: cur 33487.466 best 33490.458 (+0.000) T=0.131 acc134762 [2288s]
[E-756rr] it139500: cur 33487.466 best 33490.458 (+0.000) T=0.128 acc134811 [2289s]
[E-756rr] it139550: cur 33487.466 best 33490.458 (+0.000) T=0.125 acc134858 [2290s]
[E-756rr] it139600: cur 33487.466 best 33490.458 (+0.000) T=0.122 acc134907 [2291s]
[E-756rr] it139650: cur 33487.466 best 33490.458 (+0.000) T=0.119 acc134956 [2292s]
[E-756rr] it139700: cur 33487.606 best 33490.458 (+0.000) T=0.116 acc135004 [2293s]
[E-756rr] it139750: cur 33487.606 best 33490.458 (+0.000) T=0.113 acc135054 [2294s]
[E-756rr] it139800: cur 33487.606 best 33490.458 (+0.000) T=0.110 acc135102 [2294s]
[E-756rr] it139850: cur 33487.606 best 33490.458 (+0.000) T=0.107 acc135150 [2295s]
[E-756rr] it139900: cur 33487.377 best 33490.458 (+0.000) T=0.105 acc135197 [2296s]
[E-756rr] it139950: cur 33487.606 best 33490.458 (+0.000) T=0.102 acc135244 [2297s]
[E-756rr] it140000: cur 33487.606 best 33490.458 (+0.000) T=0.099 acc135288 [2298s]
[E-756rr] it140050: cur 33487.466 best 33490.458 (+0.000) T=0.097 acc135336 [2299s]
[E-756rr] it140100: cur 33487.466 best 33490.458 (+0.000) T=0.095 acc135385 [2300s]
[E-756rr] it140150: cur 33487.466 best 33490.458 (+0.000) T=0.092 acc135431 [2301s]
[E-756rr] it140200: cur 33487.466 best 33490.458 (+0.000) T=0.090 acc135478 [2302s]
[E-756rr] it140250: cur 33487.466 best 33490.458 (+0.000) T=0.088 acc135526 [2303s]
[E-756rr] it140300: cur 33487.466 best 33490.458 (+0.000) T=0.086 acc135570 [2303s]
[E-756rr] it140350: cur 33487.466 best 33490.458 (+0.000) T=0.084 acc135619 [2304s]
[E-756rr] it140400: cur 33487.466 best 33490.458 (+0.000) T=0.081 acc135667 [2305s]
[E-756rr] it140450: cur 33487.466 best 33490.458 (+0.000) T=0.079 acc135716 [2306s]
[E-756rr] it140500: cur 33487.466 best 33490.458 (+0.000) T=0.077 acc135762 [2307s]
[E-756rr] it140550: cur 33487.466 best 33490.458 (+0.000) T=0.076 acc135810 [2308s]
[E-756rr] it140600: cur 33487.466 best 33490.458 (+0.000) T=0.074 acc135858 [2309s]
[E-756rr] it140650: cur 33487.466 best 33490.458 (+0.000) T=0.072 acc135908 [2310s]
[E-756rr] it140700: cur 33487.466 best 33490.458 (+0.000) T=0.070 acc135955 [2311s]
[E-756rr] it140750: cur 33487.466 best 33490.458 (+0.000) T=0.068 acc136003 [2311s]
[E-756rr] it140800: cur 33487.466 best 33490.458 (+0.000) T=0.067 acc136050 [2312s]
[E-756rr] it140850: cur 33487.466 best 33490.458 (+0.000) T=0.065 acc136098 [2313s]
[E-756rr] it140900: cur 33487.466 best 33490.458 (+0.000) T=0.063 acc136144 [2314s]
[E-756rr] it140950: cur 33487.466 best 33490.458 (+0.000) T=0.062 acc136191 [2315s]
[E-756rr] it141000: cur 33487.466 best 33490.458 (+0.000) T=0.060 acc136239 [2316s]
[E-756rr] it141050: cur 33487.466 best 33490.458 (+0.000) T=0.059 acc136286 [2317s]
[E-756rr] it141100: cur 33487.466 best 33490.458 (+0.000) T=0.057 acc136333 [2318s]
[E-756rr] it141150: cur 33487.466 best 33490.458 (+0.000) T=0.056 acc136382 [2319s]
[E-756rr] it141200: cur 33487.466 best 33490.458 (+0.000) T=0.055 acc136428 [2319s]
[E-756rr] it141250: cur 33487.466 best 33490.458 (+0.000) T=0.053 acc136477 [2320s]
[E-756rr] it141300: cur 33487.466 best 33490.458 (+0.000) T=0.052 acc136521 [2321s]
[E-756rr] it141350: cur 33487.466 best 33490.458 (+0.000) T=0.051 acc136570 [2322s]
[E-756rr] it141400: cur 33487.466 best 33490.458 (+0.000) T=0.049 acc136617 [2323s]
[E-756rr] it141450: cur 33489.010 best 33490.458 (+0.000) T=1.951 acc136667 [2324s]
[E-756rr] it141500: cur 33488.499 best 33490.458 (+0.000) T=1.902 acc136716 [2325s]
[E-756rr] it141550: cur 33487.646 best 33490.458 (+0.000) T=1.855 acc136766 [2326s]
[E-756rr] it141600: cur 33487.875 best 33490.458 (+0.000) T=1.810 acc136815 [2327s]
[E-756rr] it141650: cur 33487.646 best 33490.458 (+0.000) T=1.765 acc136865 [2328s]
[E-756rr] it141700: cur 33487.646 best 33490.458 (+0.000) T=1.721 acc136915 [2329s]
[E-756rr] it141750: cur 33488.015 best 33490.458 (+0.000) T=1.679 acc136965 [2330s]
[E-756rr] it141800: cur 33487.318 best 33490.458 (+0.000) T=1.637 acc137015 [2331s]
[E-756rr] it141850: cur 33487.178 best 33490.458 (+0.000) T=1.597 acc137064 [2331s]
[E-756rr] it141900: cur 33487.407 best 33490.458 (+0.000) T=1.558 acc137114 [2332s]
[E-756rr] it141950: cur 33487.407 best 33490.458 (+0.000) T=1.519 acc137164 [2333s]
[E-756rr] it142000: cur 33486.525 best 33490.458 (+0.000) T=1.482 acc137214 [2334s]
[E-756rr] it142050: cur 33487.141 best 33490.458 (+0.000) T=1.445 acc137264 [2335s]
[E-756rr] it142100: cur 33487.141 best 33490.458 (+0.000) T=1.409 acc137314 [2336s]
[E-756rr] it142150: cur 33486.912 best 33490.458 (+0.000) T=1.374 acc137363 [2337s]
[E-756rr] it142200: cur 33486.912 best 33490.458 (+0.000) T=1.341 acc137412 [2338s]
[E-756rr] it142250: cur 33487.141 best 33490.458 (+0.000) T=1.307 acc137461 [2339s]
[E-756rr] it142300: cur 33487.141 best 33490.458 (+0.000) T=1.275 acc137511 [2339s]
[E-756rr] it142350: cur 33486.570 best 33490.458 (+0.000) T=1.244 acc137561 [2340s]
[E-756rr] it142400: cur 33486.570 best 33490.458 (+0.000) T=1.213 acc137610 [2341s]
[E-756rr] it142450: cur 33486.683 best 33490.458 (+0.000) T=1.183 acc137660 [2342s]
[E-756rr] it142500: cur 33486.683 best 33490.458 (+0.000) T=1.154 acc137710 [2343s]
[E-756rr] it142550: cur 33486.683 best 33490.458 (+0.000) T=1.125 acc137760 [2343s]
[E-756rr] it142600: cur 33486.683 best 33490.458 (+0.000) T=1.097 acc137809 [2344s]
[E-756rr] it142650: cur 33486.683 best 33490.458 (+0.000) T=1.070 acc137859 [2345s]
[E-756rr] it142700: cur 33486.683 best 33490.458 (+0.000) T=1.044 acc137909 [2346s]
[E-756rr] it142750: cur 33486.683 best 33490.458 (+0.000) T=1.018 acc137959 [2347s]
[E-756rr] it142800: cur 33486.912 best 33490.458 (+0.000) T=0.993 acc138008 [2348s]
[E-756rr] it142850: cur 33486.912 best 33490.458 (+0.000) T=0.968 acc138055 [2349s]
[E-756rr] it142900: cur 33486.912 best 33490.458 (+0.000) T=0.945 acc138103 [2350s]
[E-756rr] it142950: cur 33486.912 best 33490.458 (+0.000) T=0.921 acc138152 [2351s]
[E-756rr] it143000: cur 33486.341 best 33490.458 (+0.000) T=0.898 acc138201 [2352s]
[E-756rr] it143050: cur 33486.341 best 33490.458 (+0.000) T=0.876 acc138250 [2353s]
[E-756rr] it143100: cur 33486.570 best 33490.458 (+0.000) T=0.855 acc138300 [2353s]
[E-756rr] it143150: cur 33487.423 best 33490.458 (+0.000) T=0.834 acc138348 [2354s]
[E-756rr] it143200: cur 33487.423 best 33490.458 (+0.000) T=0.813 acc138396 [2355s]
[E-756rr] it143250: cur 33487.423 best 33490.458 (+0.000) T=0.793 acc138445 [2356s]
[E-756rr] it143300: cur 33487.423 best 33490.458 (+0.000) T=0.773 acc138495 [2357s]
[E-756rr] it143350: cur 33487.423 best 33490.458 (+0.000) T=0.754 acc138544 [2358s]
[E-756rr] it143400: cur 33487.423 best 33490.458 (+0.000) T=0.736 acc138590 [2359s]
[E-756rr] it143450: cur 33487.423 best 33490.458 (+0.000) T=0.717 acc138638 [2359s]
[E-756rr] it143500: cur 33487.423 best 33490.458 (+0.000) T=0.700 acc138687 [2360s]
[E-756rr] it143550: cur 33487.423 best 33490.458 (+0.000) T=0.682 acc138735 [2361s]
[E-756rr] it143600: cur 33487.423 best 33490.458 (+0.000) T=0.666 acc138784 [2362s]
[E-756rr] it143650: cur 33487.423 best 33490.458 (+0.000) T=0.649 acc138833 [2363s]
[E-756rr] it143700: cur 33487.194 best 33490.458 (+0.000) T=0.633 acc138882 [2364s]
[E-756rr] it143750: cur 33487.423 best 33490.458 (+0.000) T=0.617 acc138928 [2365s]
[E-756rr] it143800: cur 33487.194 best 33490.458 (+0.000) T=0.602 acc138978 [2365s]
[E-756rr] it143850: cur 33486.792 best 33490.458 (+0.000) T=0.587 acc139028 [2366s]
[E-756rr] it143900: cur 33486.792 best 33490.458 (+0.000) T=0.573 acc139078 [2367s]
[E-756rr] it143950: cur 33486.792 best 33490.458 (+0.000) T=0.559 acc139126 [2368s]
[E-756rr] it144000: cur 33486.792 best 33490.458 (+0.000) T=0.545 acc139174 [2369s]
[E-756rr] it144050: cur 33486.792 best 33490.458 (+0.000) T=0.531 acc139222 [2369s]
[E-756rr] it144100: cur 33486.792 best 33490.458 (+0.000) T=0.518 acc139269 [2370s]
[E-756rr] it144150: cur 33487.021 best 33490.458 (+0.000) T=0.506 acc139319 [2371s]
[E-756rr] it144200: cur 33487.021 best 33490.458 (+0.000) T=0.493 acc139363 [2372s]
[E-756rr] it144250: cur 33486.168 best 33490.458 (+0.000) T=0.481 acc139411 [2373s]
[E-756rr] it144300: cur 33486.168 best 33490.458 (+0.000) T=0.469 acc139457 [2373s]
[E-756rr] it144350: cur 33485.939 best 33490.458 (+0.000) T=0.457 acc139506 [2374s]
[E-756rr] it144400: cur 33486.168 best 33490.458 (+0.000) T=0.446 acc139556 [2375s]
[E-756rr] it144450: cur 33486.168 best 33490.458 (+0.000) T=0.435 acc139602 [2376s]
[E-756rr] it144500: cur 33485.939 best 33490.458 (+0.000) T=0.424 acc139650 [2377s]
[E-756rr] it144550: cur 33486.168 best 33490.458 (+0.000) T=0.414 acc139699 [2377s]
[E-756rr] it144600: cur 33486.168 best 33490.458 (+0.000) T=0.404 acc139746 [2378s]
[E-756rr] it144650: cur 33486.168 best 33490.458 (+0.000) T=0.394 acc139794 [2379s]
[E-756rr] it144700: cur 33486.168 best 33490.458 (+0.000) T=0.384 acc139844 [2380s]
[E-756rr] it144750: cur 33485.286 best 33490.458 (+0.000) T=0.374 acc139891 [2381s]
[E-756rr] it144800: cur 33486.168 best 33490.458 (+0.000) T=0.365 acc139940 [2381s]
[E-756rr] it144850: cur 33485.939 best 33490.458 (+0.000) T=0.356 acc139989 [2382s]
[E-756rr] it144900: cur 33487.021 best 33490.458 (+0.000) T=0.347 acc140038 [2383s]
[E-756rr] it144950: cur 33487.021 best 33490.458 (+0.000) T=0.339 acc140088 [2384s]
[E-756rr] it145000: cur 33487.021 best 33490.458 (+0.000) T=0.330 acc140136 [2385s]
[E-756rr] it145050: cur 33487.021 best 33490.458 (+0.000) T=0.322 acc140184 [2386s]
[E-756rr] it145100: cur 33487.021 best 33490.458 (+0.000) T=0.314 acc140233 [2387s]
[E-756rr] it145150: cur 33487.021 best 33490.458 (+0.000) T=0.307 acc140282 [2387s]
[E-756rr] it145200: cur 33486.792 best 33490.458 (+0.000) T=0.299 acc140331 [2388s]
[E-756rr] it145250: cur 33487.021 best 33490.458 (+0.000) T=0.292 acc140379 [2389s]
[E-756rr] it145300: cur 33487.021 best 33490.458 (+0.000) T=0.284 acc140425 [2390s]
[E-756rr] it145350: cur 33487.021 best 33490.458 (+0.000) T=0.277 acc140472 [2391s]
[E-756rr] it145400: cur 33487.021 best 33490.458 (+0.000) T=0.271 acc140519 [2392s]
[E-756rr] it145450: cur 33487.021 best 33490.458 (+0.000) T=0.264 acc140567 [2393s]
[E-756rr] it145500: cur 33486.792 best 33490.458 (+0.000) T=0.257 acc140617 [2394s]
[E-756rr] it145550: cur 33486.792 best 33490.458 (+0.000) T=0.251 acc140662 [2394s]
[E-756rr] it145600: cur 33486.792 best 33490.458 (+0.000) T=0.245 acc140712 [2395s]
[E-756rr] it145650: cur 33486.937 best 33490.458 (+0.000) T=0.239 acc140760 [2396s]
[E-756rr] it145700: cur 33486.708 best 33490.458 (+0.000) T=0.233 acc140808 [2397s]
[E-756rr] it145750: cur 33486.708 best 33490.458 (+0.000) T=0.227 acc140856 [2398s]
[E-756rr] it145800: cur 33486.848 best 33490.458 (+0.000) T=0.221 acc140904 [2399s]
[E-756rr] it145850: cur 33486.848 best 33490.458 (+0.000) T=0.216 acc140953 [2400s]
[E-756rr] it145900: cur 33486.848 best 33490.458 (+0.000) T=0.211 acc141000 [2400s]
[E-756rr] it145950: cur 33486.848 best 33490.458 (+0.000) T=0.205 acc141047 [2401s]
[E-756rr] it146000: cur 33486.708 best 33490.458 (+0.000) T=0.200 acc141094 [2402s]
[E-756rr] it146050: cur 33486.708 best 33490.458 (+0.000) T=0.195 acc141141 [2403s]
[E-756rr] it146100: cur 33486.708 best 33490.458 (+0.000) T=0.191 acc141191 [2404s]
[E-756rr] it146150: cur 33486.708 best 33490.458 (+0.000) T=0.186 acc141240 [2405s]
[E-756rr] it146200: cur 33486.708 best 33490.458 (+0.000) T=0.181 acc141286 [2406s]
[E-756rr] it146250: cur 33486.708 best 33490.458 (+0.000) T=0.177 acc141333 [2407s]
[E-756rr] it146300: cur 33486.708 best 33490.458 (+0.000) T=0.172 acc141380 [2407s]
[E-756rr] it146350: cur 33486.708 best 33490.458 (+0.000) T=0.168 acc141429 [2408s]
[E-756rr] it146400: cur 33486.708 best 33490.458 (+0.000) T=0.164 acc141479 [2409s]
[E-756rr] it146450: cur 33486.937 best 33490.458 (+0.000) T=0.160 acc141526 [2410s]
[E-756rr] it146500: cur 33486.937 best 33490.458 (+0.000) T=0.156 acc141571 [2411s]
[E-756rr] it146550: cur 33486.708 best 33490.458 (+0.000) T=0.152 acc141620 [2412s]
[E-756rr] it146600: cur 33486.708 best 33490.458 (+0.000) T=0.148 acc141669 [2413s]
[E-756rr] it146650: cur 33486.937 best 33490.458 (+0.000) T=0.145 acc141718 [2413s]
[E-756rr] it146700: cur 33486.937 best 33490.458 (+0.000) T=0.141 acc141767 [2414s]
[E-756rr] it146750: cur 33486.937 best 33490.458 (+0.000) T=0.138 acc141814 [2415s]
[E-756rr] it146800: cur 33486.937 best 33490.458 (+0.000) T=0.134 acc141859 [2416s]
[E-756rr] it146850: cur 33486.937 best 33490.458 (+0.000) T=0.131 acc141908 [2417s]
[E-756rr] it146900: cur 33486.937 best 33490.458 (+0.000) T=0.128 acc141954 [2417s]
[E-756rr] it146950: cur 33486.937 best 33490.458 (+0.000) T=0.125 acc142004 [2418s]
[E-756rr] it147000: cur 33486.937 best 33490.458 (+0.000) T=0.122 acc142053 [2419s]
[E-756rr] it147050: cur 33486.937 best 33490.458 (+0.000) T=0.119 acc142102 [2420s]
[E-756rr] it147100: cur 33486.937 best 33490.458 (+0.000) T=0.116 acc142152 [2421s]
[E-756rr] it147150: cur 33486.937 best 33490.458 (+0.000) T=0.113 acc142200 [2421s]
[E-756rr] it147200: cur 33486.937 best 33490.458 (+0.000) T=0.110 acc142250 [2422s]
[E-756rr] it147250: cur 33486.937 best 33490.458 (+0.000) T=0.107 acc142298 [2423s]
[E-756rr] it147300: cur 33486.937 best 33490.458 (+0.000) T=0.105 acc142345 [2424s]
[E-756rr] it147350: cur 33486.937 best 33490.458 (+0.000) T=0.102 acc142389 [2425s]
[E-756rr] it147400: cur 33486.708 best 33490.458 (+0.000) T=0.099 acc142437 [2425s]
[E-756rr] it147450: cur 33487.508 best 33490.458 (+0.000) T=0.097 acc142485 [2426s]
[E-756rr] it147500: cur 33487.508 best 33490.458 (+0.000) T=0.095 acc142532 [2427s]
[E-756rr] it147550: cur 33487.508 best 33490.458 (+0.000) T=0.092 acc142580 [2428s]
[E-756rr] it147600: cur 33487.508 best 33490.458 (+0.000) T=0.090 acc142628 [2429s]
[E-756rr] it147650: cur 33487.279 best 33490.458 (+0.000) T=0.088 acc142677 [2430s]
[E-756rr] it147700: cur 33487.621 best 33490.458 (+0.000) T=0.086 acc142724 [2431s]
[E-756rr] it147750: cur 33487.850 best 33490.458 (+0.000) T=0.084 acc142773 [2431s]
[E-756rr] it147800: cur 33487.850 best 33490.458 (+0.000) T=0.081 acc142818 [2432s]
[E-756rr] it147850: cur 33487.850 best 33490.458 (+0.000) T=0.079 acc142867 [2433s]
[E-756rr] it147900: cur 33487.850 best 33490.458 (+0.000) T=0.077 acc142912 [2434s]
[E-756rr] it147950: cur 33487.850 best 33490.458 (+0.000) T=0.076 acc142961 [2435s]
[E-756rr] it148000: cur 33487.850 best 33490.458 (+0.000) T=0.074 acc143009 [2436s]
[E-756rr] it148050: cur 33487.850 best 33490.458 (+0.000) T=0.072 acc143056 [2437s]
[E-756rr] it148100: cur 33487.850 best 33490.458 (+0.000) T=0.070 acc143103 [2437s]
[E-756rr] it148150: cur 33487.850 best 33490.458 (+0.000) T=0.068 acc143151 [2438s]
[E-756rr] it148200: cur 33487.850 best 33490.458 (+0.000) T=0.067 acc143197 [2439s]
[E-756rr] it148250: cur 33487.850 best 33490.458 (+0.000) T=0.065 acc143245 [2440s]
[E-756rr] it148300: cur 33487.850 best 33490.458 (+0.000) T=0.063 acc143289 [2441s]
[E-756rr] it148350: cur 33487.850 best 33490.458 (+0.000) T=0.062 acc143337 [2442s]
[E-756rr] it148400: cur 33487.850 best 33490.458 (+0.000) T=0.060 acc143383 [2443s]
[E-756rr] it148450: cur 33487.850 best 33490.458 (+0.000) T=0.059 acc143430 [2443s]
[E-756rr] it148500: cur 33487.850 best 33490.458 (+0.000) T=0.057 acc143480 [2444s]
[E-756rr] it148550: cur 33487.850 best 33490.458 (+0.000) T=0.056 acc143526 [2445s]
[E-756rr] it148600: cur 33487.850 best 33490.458 (+0.000) T=0.055 acc143572 [2446s]
[E-756rr] it148650: cur 33487.850 best 33490.458 (+0.000) T=0.053 acc143621 [2447s]
[E-756rr] it148700: cur 33487.850 best 33490.458 (+0.000) T=0.052 acc143668 [2447s]
[E-756rr] it148750: cur 33487.850 best 33490.458 (+0.000) T=0.051 acc143715 [2448s]
[E-756rr] it148800: cur 33487.850 best 33490.458 (+0.000) T=0.049 acc143763 [2449s]
[E-756rr] it148850: cur 33489.467 best 33490.458 (+0.000) T=1.951 acc143813 [2450s]
[E-756rr] it148900: cur 33489.125 best 33490.458 (+0.000) T=1.902 acc143862 [2450s]
[E-756rr] it148950: cur 33488.896 best 33490.458 (+0.000) T=1.855 acc143912 [2451s]
[E-756rr] it149000: cur 33488.428 best 33490.458 (+0.000) T=1.810 acc143961 [2452s]
[E-756rr] it149050: cur 33487.804 best 33490.458 (+0.000) T=1.765 acc144011 [2453s]
[E-756rr] it149100: cur 33487.575 best 33490.458 (+0.000) T=1.721 acc144060 [2454s]
[E-756rr] it149150: cur 33487.575 best 33490.458 (+0.000) T=1.679 acc144109 [2454s]
[E-756rr] it149200: cur 33486.922 best 33490.458 (+0.000) T=1.637 acc144158 [2455s]
[E-756rr] it149250: cur 33487.575 best 33490.458 (+0.000) T=1.597 acc144207 [2456s]
[E-756rr] it149300: cur 33486.351 best 33490.458 (+0.000) T=1.558 acc144257 [2457s]
[E-756rr] it149350: cur 33487.004 best 33490.458 (+0.000) T=1.519 acc144307 [2457s]
[E-756rr] it149400: cur 33487.004 best 33490.458 (+0.000) T=1.482 acc144356 [2458s]
[E-756rr] it149450: cur 33487.004 best 33490.458 (+0.000) T=1.445 acc144406 [2459s]
[E-756rr] it149500: cur 33486.920 best 33490.458 (+0.000) T=1.409 acc144456 [2460s]
[E-756rr] it149550: cur 33487.149 best 33490.458 (+0.000) T=1.374 acc144506 [2461s]
[E-756rr] it149600: cur 33487.149 best 33490.458 (+0.000) T=1.341 acc144553 [2461s]
[E-756rr] it149650: cur 33486.920 best 33490.458 (+0.000) T=1.307 acc144602 [2462s]
[E-756rr] it149700: cur 33487.149 best 33490.458 (+0.000) T=1.275 acc144651 [2463s]
[E-756rr] it149750: cur 33487.120 best 33490.458 (+0.000) T=1.244 acc144700 [2464s]
[E-756rr] it149800: cur 33486.267 best 33490.458 (+0.000) T=1.213 acc144750 [2465s]
[E-756rr] it149850: cur 33486.920 best 33490.458 (+0.000) T=1.183 acc144799 [2465s]
[E-756rr] it149900: cur 33486.920 best 33490.458 (+0.000) T=1.154 acc144849 [2466s]
[E-756rr] it149950: cur 33487.149 best 33490.458 (+0.000) T=1.125 acc144897 [2467s]
[E-756rr] it150000: cur 33486.920 best 33490.458 (+0.000) T=1.097 acc144947 [2468s]
[E-756rr] it150050: cur 33487.149 best 33490.458 (+0.000) T=1.070 acc144997 [2468s]
[E-756rr] it150100: cur 33487.149 best 33490.458 (+0.000) T=1.044 acc145045 [2469s]
[E-756rr] it150150: cur 33487.149 best 33490.458 (+0.000) T=1.018 acc145094 [2470s]
[E-756rr] it150200: cur 33486.920 best 33490.458 (+0.000) T=0.993 acc145143 [2471s]
[E-756rr] it150250: cur 33486.920 best 33490.458 (+0.000) T=0.968 acc145192 [2472s]
[E-756rr] it150300: cur 33486.920 best 33490.458 (+0.000) T=0.945 acc145241 [2472s]
[E-756rr] it150350: cur 33488.002 best 33490.458 (+0.000) T=0.921 acc145290 [2473s]
[E-756rr] it150400: cur 33487.605 best 33490.458 (+0.000) T=0.898 acc145340 [2474s]
[E-756rr] it150450: cur 33487.605 best 33490.458 (+0.000) T=0.876 acc145386 [2475s]
[E-756rr] it150500: cur 33487.718 best 33490.458 (+0.000) T=0.855 acc145433 [2476s]
[E-756rr] it150550: cur 33487.947 best 33490.458 (+0.000) T=0.834 acc145483 [2477s]
[E-756rr] it150600: cur 33487.718 best 33490.458 (+0.000) T=0.813 acc145533 [2478s]
[E-756rr] it150650: cur 33488.289 best 33490.458 (+0.000) T=0.793 acc145582 [2478s]
[E-756rr] it150700: cur 33488.289 best 33490.458 (+0.000) T=0.773 acc145629 [2479s]
[E-756rr] it150750: cur 33488.289 best 33490.458 (+0.000) T=0.754 acc145677 [2480s]
[E-756rr] it150800: cur 33488.518 best 33490.458 (+0.000) T=0.736 acc145725 [2481s]
[E-756rr] it150850: cur 33487.665 best 33490.458 (+0.000) T=0.717 acc145771 [2482s]
[E-756rr] it150900: cur 33487.665 best 33490.458 (+0.000) T=0.700 acc145821 [2483s]
[E-756rr] it150950: cur 33487.094 best 33490.458 (+0.000) T=0.682 acc145871 [2484s]
[E-756rr] it151000: cur 33487.094 best 33490.458 (+0.000) T=0.666 acc145919 [2484s]
[E-756rr] it151050: cur 33487.094 best 33490.458 (+0.000) T=0.649 acc145967 [2485s]
[E-756rr] it151100: cur 33487.094 best 33490.458 (+0.000) T=0.633 acc146016 [2486s]
[E-756rr] it151150: cur 33487.094 best 33490.458 (+0.000) T=0.617 acc146066 [2487s]
[E-756rr] it151200: cur 33487.094 best 33490.458 (+0.000) T=0.602 acc146115 [2488s]
[E-756rr] it151250: cur 33487.463 best 33490.458 (+0.000) T=0.587 acc146164 [2489s]
[E-756rr] it151300: cur 33487.234 best 33490.458 (+0.000) T=0.573 acc146211 [2490s]
[E-756rr] it151350: cur 33487.094 best 33490.458 (+0.000) T=0.559 acc146260 [2490s]
[E-756rr] it151400: cur 33487.094 best 33490.458 (+0.000) T=0.545 acc146306 [2491s]
[E-756rr] it151450: cur 33487.094 best 33490.458 (+0.000) T=0.531 acc146356 [2492s]
[E-756rr] it151500: cur 33486.908 best 33490.458 (+0.000) T=0.518 acc146405 [2493s]
[E-756rr] it151550: cur 33486.908 best 33490.458 (+0.000) T=0.506 acc146454 [2494s]
[E-756rr] it151600: cur 33486.908 best 33490.458 (+0.000) T=0.493 acc146504 [2495s]
[E-756rr] it151650: cur 33486.908 best 33490.458 (+0.000) T=0.481 acc146552 [2495s]
[E-756rr] it151700: cur 33486.908 best 33490.458 (+0.000) T=0.469 acc146600 [2496s]
[E-756rr] it151750: cur 33486.908 best 33490.458 (+0.000) T=0.457 acc146650 [2497s]
[E-756rr] it151800: cur 33486.908 best 33490.458 (+0.000) T=0.446 acc146699 [2498s]
[E-756rr] it151850: cur 33486.908 best 33490.458 (+0.000) T=0.435 acc146749 [2499s]
[E-756rr] it151900: cur 33486.908 best 33490.458 (+0.000) T=0.424 acc146798 [2499s]
[E-756rr] it151950: cur 33486.908 best 33490.458 (+0.000) T=0.414 acc146847 [2500s]
[E-756rr] it152000: cur 33486.908 best 33490.458 (+0.000) T=0.404 acc146895 [2501s]
[E-756rr] it152050: cur 33486.026 best 33490.458 (+0.000) T=0.394 acc146945 [2502s]
[E-756rr] it152100: cur 33486.908 best 33490.458 (+0.000) T=0.384 acc146994 [2503s]
[E-756rr] it152150: cur 33486.908 best 33490.458 (+0.000) T=0.374 acc147043 [2504s]
[E-756rr] it152200: cur 33487.137 best 33490.458 (+0.000) T=0.365 acc147092 [2504s]
[E-756rr] it152250: cur 33487.137 best 33490.458 (+0.000) T=0.356 acc147138 [2505s]
[E-756rr] it152300: cur 33486.908 best 33490.458 (+0.000) T=0.347 acc147186 [2506s]
[E-756rr] it152350: cur 33486.908 best 33490.458 (+0.000) T=0.339 acc147232 [2507s]
[E-756rr] it152400: cur 33487.137 best 33490.458 (+0.000) T=0.330 acc147281 [2508s]
[E-756rr] it152450: cur 33486.908 best 33490.458 (+0.000) T=0.322 acc147329 [2509s]
[E-756rr] it152500: cur 33486.908 best 33490.458 (+0.000) T=0.314 acc147379 [2510s]
[E-756rr] it152550: cur 33486.908 best 33490.458 (+0.000) T=0.307 acc147429 [2510s]
[E-756rr] it152600: cur 33487.137 best 33490.458 (+0.000) T=0.299 acc147478 [2511s]
[E-756rr] it152650: cur 33487.137 best 33490.458 (+0.000) T=0.292 acc147527 [2512s]
[E-756rr] it152700: cur 33487.137 best 33490.458 (+0.000) T=0.284 acc147575 [2513s]
[E-756rr] it152750: cur 33487.137 best 33490.458 (+0.000) T=0.277 acc147625 [2514s]
[E-756rr] it152800: cur 33487.137 best 33490.458 (+0.000) T=0.271 acc147671 [2515s]
[E-756rr] it152850: cur 33487.137 best 33490.458 (+0.000) T=0.264 acc147719 [2516s]
[E-756rr] it152900: cur 33486.908 best 33490.458 (+0.000) T=0.257 acc147769 [2516s]
[E-756rr] it152950: cur 33486.908 best 33490.458 (+0.000) T=0.251 acc147819 [2517s]
[E-756rr] it153000: cur 33486.908 best 33490.458 (+0.000) T=0.245 acc147867 [2518s]
[E-756rr] it153050: cur 33487.137 best 33490.458 (+0.000) T=0.239 acc147915 [2519s]
[E-756rr] it153100: cur 33487.137 best 33490.458 (+0.000) T=0.233 acc147963 [2520s]
[E-756rr] it153150: cur 33487.137 best 33490.458 (+0.000) T=0.227 acc148011 [2521s]
[E-756rr] it153200: cur 33487.137 best 33490.458 (+0.000) T=0.221 acc148060 [2522s]
[E-756rr] it153250: cur 33487.137 best 33490.458 (+0.000) T=0.216 acc148108 [2523s]
[E-756rr] it153300: cur 33487.137 best 33490.458 (+0.000) T=0.211 acc148157 [2523s]
[E-756rr] it153350: cur 33487.137 best 33490.458 (+0.000) T=0.205 acc148206 [2524s]
[E-756rr] it153400: cur 33487.137 best 33490.458 (+0.000) T=0.200 acc148254 [2525s]
[E-756rr] it153450: cur 33486.908 best 33490.458 (+0.000) T=0.195 acc148304 [2526s]
[E-756rr] it153500: cur 33486.908 best 33490.458 (+0.000) T=0.191 acc148354 [2527s]
