[E-756rr] bank 33490.458, 4479 matched. ruin-recreate K∈[100,400] 6000s seed7
[E-756rr] it37500: cur 33487.762 best 33490.458 (+0.000) T=0.057 acc36242 [605s]
[E-756rr] it37550: cur 33487.762 best 33490.458 (+0.000) T=0.056 acc36291 [606s]
[E-756rr] it37600: cur 33487.762 best 33490.458 (+0.000) T=0.055 acc36338 [607s]
[E-756rr] it37650: cur 33487.762 best 33490.458 (+0.000) T=0.053 acc36383 [608s]
[E-756rr] it37700: cur 33487.762 best 33490.458 (+0.000) T=0.052 acc36431 [609s]
[E-756rr] it37750: cur 33487.762 best 33490.458 (+0.000) T=0.051 acc36478 [610s]
[E-756rr] it37800: cur 33487.762 best 33490.458 (+0.000) T=0.049 acc36523 [610s]
[E-756rr] it37850: cur 33490.289 best 33490.458 (+0.000) T=1.951 acc36571 [611s]
[E-756rr] it37900: cur 33489.550 best 33490.458 (+0.000) T=1.902 acc36621 [612s]
[E-756rr] it37950: cur 33488.499 best 33490.458 (+0.000) T=1.855 acc36669 [613s]
[E-756rr] it38000: cur 33488.031 best 33490.458 (+0.000) T=1.810 acc36719 [614s]
[E-756rr] it38050: cur 33488.260 best 33490.458 (+0.000) T=1.765 acc36766 [615s]
[E-756rr] it38100: cur 33488.260 best 33490.458 (+0.000) T=1.721 acc36815 [616s]
[E-756rr] it38150: cur 33488.260 best 33490.458 (+0.000) T=1.679 acc36865 [616s]
[E-756rr] it38200: cur 33488.031 best 33490.458 (+0.000) T=1.637 acc36914 [617s]
[E-756rr] it38250: cur 33488.031 best 33490.458 (+0.000) T=1.597 acc36964 [618s]
[E-756rr] it38300: cur 33488.031 best 33490.458 (+0.000) T=1.558 acc37013 [619s]
[E-756rr] it38350: cur 33487.178 best 33490.458 (+0.000) T=1.519 acc37063 [620s]
[E-756rr] it38400: cur 33487.178 best 33490.458 (+0.000) T=1.482 acc37113 [621s]
[E-756rr] it38450: cur 33487.407 best 33490.458 (+0.000) T=1.445 acc37161 [621s]
[E-756rr] it38500: cur 33487.178 best 33490.458 (+0.000) T=1.409 acc37209 [622s]
[E-756rr] it38550: cur 33487.178 best 33490.458 (+0.000) T=1.374 acc37258 [623s]
[E-756rr] it38600: cur 33487.178 best 33490.458 (+0.000) T=1.341 acc37308 [624s]
[E-756rr] it38650: cur 33487.178 best 33490.458 (+0.000) T=1.307 acc37358 [625s]
[E-756rr] it38700: cur 33487.178 best 33490.458 (+0.000) T=1.275 acc37407 [626s]
[E-756rr] it38750: cur 33487.178 best 33490.458 (+0.000) T=1.244 acc37456 [626s]
[E-756rr] it38800: cur 33487.178 best 33490.458 (+0.000) T=1.213 acc37503 [627s]
[E-756rr] it38850: cur 33487.407 best 33490.458 (+0.000) T=1.183 acc37553 [628s]
[E-756rr] it38900: cur 33487.178 best 33490.458 (+0.000) T=1.154 acc37601 [629s]
[E-756rr] it38950: cur 33488.260 best 33490.458 (+0.000) T=1.125 acc37648 [630s]
[E-756rr] it39000: cur 33488.031 best 33490.458 (+0.000) T=1.097 acc37698 [631s]
[E-756rr] it39050: cur 33488.031 best 33490.458 (+0.000) T=1.070 acc37748 [632s]
[E-756rr] it39100: cur 33488.074 best 33490.458 (+0.000) T=1.044 acc37796 [633s]
[E-756rr] it39150: cur 33487.845 best 33490.458 (+0.000) T=1.018 acc37846 [633s]
[E-756rr] it39200: cur 33488.074 best 33490.458 (+0.000) T=0.993 acc37893 [634s]
[E-756rr] it39250: cur 33488.074 best 33490.458 (+0.000) T=0.968 acc37943 [635s]
[E-756rr] it39300: cur 33488.260 best 33490.458 (+0.000) T=0.945 acc37993 [636s]
[E-756rr] it39350: cur 33488.260 best 33490.458 (+0.000) T=0.921 acc38043 [637s]
[E-756rr] it39400: cur 33488.260 best 33490.458 (+0.000) T=0.898 acc38090 [638s]
[E-756rr] it39450: cur 33488.260 best 33490.458 (+0.000) T=0.876 acc38140 [639s]
[E-756rr] it39500: cur 33487.690 best 33490.458 (+0.000) T=0.855 acc38189 [639s]
[E-756rr] it39550: cur 33487.195 best 33490.458 (+0.000) T=0.834 acc38235 [640s]
[E-756rr] it39600: cur 33487.195 best 33490.458 (+0.000) T=0.813 acc38285 [641s]
[E-756rr] it39650: cur 33487.424 best 33490.458 (+0.000) T=0.793 acc38334 [642s]
[E-756rr] it39700: cur 33487.424 best 33490.458 (+0.000) T=0.773 acc38382 [643s]
[E-756rr] it39750: cur 33487.424 best 33490.458 (+0.000) T=0.754 acc38428 [644s]
[E-756rr] it39800: cur 33487.424 best 33490.458 (+0.000) T=0.736 acc38475 [645s]
[E-756rr] it39850: cur 33487.195 best 33490.458 (+0.000) T=0.717 acc38524 [645s]
[E-756rr] it39900: cur 33487.424 best 33490.458 (+0.000) T=0.700 acc38573 [646s]
[E-756rr] it39950: cur 33487.195 best 33490.458 (+0.000) T=0.682 acc38621 [647s]
[E-756rr] it40000: cur 33487.424 best 33490.458 (+0.000) T=0.666 acc38667 [648s]
[E-756rr] it40050: cur 33487.424 best 33490.458 (+0.000) T=0.649 acc38717 [649s]
[E-756rr] it40100: cur 33487.195 best 33490.458 (+0.000) T=0.633 acc38767 [650s]
[E-756rr] it40150: cur 33487.195 best 33490.458 (+0.000) T=0.617 acc38814 [651s]
[E-756rr] it40200: cur 33487.195 best 33490.458 (+0.000) T=0.602 acc38863 [651s]
[E-756rr] it40250: cur 33487.195 best 33490.458 (+0.000) T=0.587 acc38911 [652s]
[E-756rr] it40300: cur 33487.195 best 33490.458 (+0.000) T=0.573 acc38960 [653s]
[E-756rr] it40350: cur 33487.195 best 33490.458 (+0.000) T=0.559 acc39010 [654s]
[E-756rr] it40400: cur 33487.195 best 33490.458 (+0.000) T=0.545 acc39059 [655s]
[E-756rr] it40450: cur 33487.195 best 33490.458 (+0.000) T=0.531 acc39106 [656s]
[E-756rr] it40500: cur 33487.564 best 33490.458 (+0.000) T=0.518 acc39156 [656s]
[E-756rr] it40550: cur 33487.564 best 33490.458 (+0.000) T=0.506 acc39204 [657s]
[E-756rr] it40600: cur 33487.335 best 33490.458 (+0.000) T=0.493 acc39254 [658s]
[E-756rr] it40650: cur 33487.424 best 33490.458 (+0.000) T=0.481 acc39304 [659s]
[E-756rr] it40700: cur 33487.424 best 33490.458 (+0.000) T=0.469 acc39354 [660s]
[E-756rr] it40750: cur 33486.342 best 33490.458 (+0.000) T=0.457 acc39403 [661s]
[E-756rr] it40800: cur 33486.571 best 33490.458 (+0.000) T=0.446 acc39449 [662s]
[E-756rr] it40850: cur 33486.571 best 33490.458 (+0.000) T=0.435 acc39496 [663s]
[E-756rr] it40900: cur 33486.342 best 33490.458 (+0.000) T=0.424 acc39546 [663s]
[E-756rr] it40950: cur 33486.571 best 33490.458 (+0.000) T=0.414 acc39595 [664s]
[E-756rr] it41000: cur 33486.571 best 33490.458 (+0.000) T=0.404 acc39642 [665s]
[E-756rr] it41050: cur 33486.571 best 33490.458 (+0.000) T=0.394 acc39691 [666s]
[E-756rr] it41100: cur 33486.342 best 33490.458 (+0.000) T=0.384 acc39737 [667s]
[E-756rr] it41150: cur 33486.571 best 33490.458 (+0.000) T=0.374 acc39786 [668s]
[E-756rr] it41200: cur 33486.571 best 33490.458 (+0.000) T=0.365 acc39836 [669s]
[E-756rr] it41250: cur 33486.571 best 33490.458 (+0.000) T=0.356 acc39886 [669s]
[E-756rr] it41300: cur 33486.342 best 33490.458 (+0.000) T=0.347 acc39933 [670s]
[E-756rr] it41350: cur 33486.342 best 33490.458 (+0.000) T=0.339 acc39983 [671s]
[E-756rr] it41400: cur 33486.342 best 33490.458 (+0.000) T=0.330 acc40032 [672s]
[E-756rr] it41450: cur 33486.571 best 33490.458 (+0.000) T=0.322 acc40081 [673s]
[E-756rr] it41500: cur 33486.571 best 33490.458 (+0.000) T=0.314 acc40129 [674s]
[E-756rr] it41550: cur 33486.342 best 33490.458 (+0.000) T=0.307 acc40177 [675s]
[E-756rr] it41600: cur 33486.342 best 33490.458 (+0.000) T=0.299 acc40226 [675s]
[E-756rr] it41650: cur 33486.342 best 33490.458 (+0.000) T=0.292 acc40274 [676s]
[E-756rr] it41700: cur 33486.684 best 33490.458 (+0.000) T=0.284 acc40320 [677s]
[E-756rr] it41750: cur 33486.571 best 33490.458 (+0.000) T=0.277 acc40366 [678s]
[E-756rr] it41800: cur 33486.571 best 33490.458 (+0.000) T=0.271 acc40411 [679s]
[E-756rr] it41850: cur 33486.571 best 33490.458 (+0.000) T=0.264 acc40460 [680s]
[E-756rr] it41900: cur 33486.571 best 33490.458 (+0.000) T=0.257 acc40509 [681s]
[E-756rr] it41950: cur 33486.571 best 33490.458 (+0.000) T=0.251 acc40558 [681s]
[E-756rr] it42000: cur 33486.571 best 33490.458 (+0.000) T=0.245 acc40604 [682s]
[E-756rr] it42050: cur 33486.342 best 33490.458 (+0.000) T=0.239 acc40651 [683s]
[E-756rr] it42100: cur 33486.342 best 33490.458 (+0.000) T=0.233 acc40698 [684s]
[E-756rr] it42150: cur 33486.342 best 33490.458 (+0.000) T=0.227 acc40748 [685s]
[E-756rr] it42200: cur 33486.342 best 33490.458 (+0.000) T=0.221 acc40797 [686s]
[E-756rr] it42250: cur 33486.342 best 33490.458 (+0.000) T=0.216 acc40846 [687s]
[E-756rr] it42300: cur 33486.571 best 33490.458 (+0.000) T=0.211 acc40894 [687s]
[E-756rr] it42350: cur 33486.571 best 33490.458 (+0.000) T=0.205 acc40943 [688s]
[E-756rr] it42400: cur 33486.342 best 33490.458 (+0.000) T=0.200 acc40989 [689s]
[E-756rr] it42450: cur 33486.342 best 33490.458 (+0.000) T=0.195 acc41039 [690s]
[E-756rr] it42500: cur 33486.571 best 33490.458 (+0.000) T=0.191 acc41087 [691s]
[E-756rr] it42550: cur 33486.571 best 33490.458 (+0.000) T=0.186 acc41136 [692s]
[E-756rr] it42600: cur 33486.571 best 33490.458 (+0.000) T=0.181 acc41183 [692s]
[E-756rr] it42650: cur 33486.571 best 33490.458 (+0.000) T=0.177 acc41231 [693s]
[E-756rr] it42700: cur 33486.571 best 33490.458 (+0.000) T=0.172 acc41281 [694s]
[E-756rr] it42750: cur 33486.342 best 33490.458 (+0.000) T=0.168 acc41330 [695s]
[E-756rr] it42800: cur 33486.482 best 33490.458 (+0.000) T=0.164 acc41378 [696s]
[E-756rr] it42850: cur 33486.482 best 33490.458 (+0.000) T=0.160 acc41425 [697s]
[E-756rr] it42900: cur 33486.571 best 33490.458 (+0.000) T=0.156 acc41472 [698s]
[E-756rr] it42950: cur 33486.571 best 33490.458 (+0.000) T=0.152 acc41521 [698s]
[E-756rr] it43000: cur 33486.571 best 33490.458 (+0.000) T=0.148 acc41565 [699s]
[E-756rr] it43050: cur 33486.342 best 33490.458 (+0.000) T=0.145 acc41611 [700s]
[E-756rr] it43100: cur 33486.342 best 33490.458 (+0.000) T=0.141 acc41659 [701s]
[E-756rr] it43150: cur 33486.342 best 33490.458 (+0.000) T=0.138 acc41708 [702s]
[E-756rr] it43200: cur 33486.571 best 33490.458 (+0.000) T=0.134 acc41757 [702s]
[E-756rr] it43250: cur 33486.571 best 33490.458 (+0.000) T=0.131 acc41804 [703s]
[E-756rr] it43300: cur 33486.571 best 33490.458 (+0.000) T=0.128 acc41851 [704s]
[E-756rr] it43350: cur 33486.571 best 33490.458 (+0.000) T=0.125 acc41898 [705s]
[E-756rr] it43400: cur 33486.342 best 33490.458 (+0.000) T=0.122 acc41947 [706s]
[E-756rr] it43450: cur 33486.571 best 33490.458 (+0.000) T=0.119 acc41993 [706s]
[E-756rr] it43500: cur 33486.571 best 33490.458 (+0.000) T=0.116 acc42039 [707s]
[E-756rr] it43550: cur 33486.571 best 33490.458 (+0.000) T=0.113 acc42089 [708s]
[E-756rr] it43600: cur 33486.571 best 33490.458 (+0.000) T=0.110 acc42134 [709s]
[E-756rr] it43650: cur 33486.571 best 33490.458 (+0.000) T=0.107 acc42184 [709s]
[E-756rr] it43700: cur 33486.571 best 33490.458 (+0.000) T=0.105 acc42231 [710s]
[E-756rr] it43750: cur 33486.571 best 33490.458 (+0.000) T=0.102 acc42280 [711s]
[E-756rr] it43800: cur 33486.571 best 33490.458 (+0.000) T=0.099 acc42330 [712s]
[E-756rr] it43850: cur 33486.571 best 33490.458 (+0.000) T=0.097 acc42378 [713s]
[E-756rr] it43900: cur 33486.571 best 33490.458 (+0.000) T=0.095 acc42423 [713s]
[E-756rr] it43950: cur 33486.571 best 33490.458 (+0.000) T=0.092 acc42470 [714s]
[E-756rr] it44000: cur 33486.571 best 33490.458 (+0.000) T=0.090 acc42518 [715s]
[E-756rr] it44050: cur 33486.571 best 33490.458 (+0.000) T=0.088 acc42567 [716s]
[E-756rr] it44100: cur 33487.424 best 33490.458 (+0.000) T=0.086 acc42616 [716s]
[E-756rr] it44150: cur 33487.424 best 33490.458 (+0.000) T=0.084 acc42664 [717s]
[E-756rr] it44200: cur 33487.424 best 33490.458 (+0.000) T=0.081 acc42711 [718s]
[E-756rr] it44250: cur 33487.424 best 33490.458 (+0.000) T=0.079 acc42756 [719s]
[E-756rr] it44300: cur 33487.424 best 33490.458 (+0.000) T=0.077 acc42806 [719s]
[E-756rr] it44350: cur 33487.424 best 33490.458 (+0.000) T=0.076 acc42855 [720s]
[E-756rr] it44400: cur 33487.424 best 33490.458 (+0.000) T=0.074 acc42902 [721s]
[E-756rr] it44450: cur 33487.424 best 33490.458 (+0.000) T=0.072 acc42948 [722s]
[E-756rr] it44500: cur 33487.424 best 33490.458 (+0.000) T=0.070 acc42994 [722s]
[E-756rr] it44550: cur 33487.424 best 33490.458 (+0.000) T=0.068 acc43044 [723s]
[E-756rr] it44600: cur 33487.906 best 33490.458 (+0.000) T=0.067 acc43090 [724s]
[E-756rr] it44650: cur 33487.906 best 33490.458 (+0.000) T=0.065 acc43137 [725s]
[E-756rr] it44700: cur 33487.906 best 33490.458 (+0.000) T=0.063 acc43183 [726s]
[E-756rr] it44750: cur 33487.906 best 33490.458 (+0.000) T=0.062 acc43231 [727s]
[E-756rr] it44800: cur 33487.906 best 33490.458 (+0.000) T=0.060 acc43279 [727s]
[E-756rr] it44850: cur 33487.906 best 33490.458 (+0.000) T=0.059 acc43326 [728s]
[E-756rr] it44900: cur 33487.906 best 33490.458 (+0.000) T=0.057 acc43372 [729s]
[E-756rr] it44950: cur 33487.906 best 33490.458 (+0.000) T=0.056 acc43419 [730s]
[E-756rr] it45000: cur 33487.906 best 33490.458 (+0.000) T=0.055 acc43468 [731s]
[E-756rr] it45050: cur 33487.906 best 33490.458 (+0.000) T=0.053 acc43516 [732s]
[E-756rr] it45100: cur 33487.906 best 33490.458 (+0.000) T=0.052 acc43565 [733s]
[E-756rr] it45150: cur 33487.906 best 33490.458 (+0.000) T=0.051 acc43612 [733s]
[E-756rr] it45200: cur 33487.906 best 33490.458 (+0.000) T=0.049 acc43657 [734s]
[E-756rr] it45250: cur 33489.547 best 33490.458 (+0.000) T=1.951 acc43704 [735s]
[E-756rr] it45300: cur 33488.568 best 33490.458 (+0.000) T=1.902 acc43754 [736s]
[E-756rr] it45350: cur 33488.568 best 33490.458 (+0.000) T=1.855 acc43804 [737s]
[E-756rr] it45400: cur 33488.797 best 33490.458 (+0.000) T=1.810 acc43853 [738s]
[E-756rr] it45450: cur 33487.857 best 33490.458 (+0.000) T=1.765 acc43903 [738s]
[E-756rr] it45500: cur 33487.997 best 33490.458 (+0.000) T=1.721 acc43953 [739s]
[E-756rr] it45550: cur 33488.086 best 33490.458 (+0.000) T=1.679 acc44003 [740s]
[E-756rr] it45600: cur 33488.086 best 33490.458 (+0.000) T=1.637 acc44052 [741s]
[E-756rr] it45650: cur 33487.689 best 33490.458 (+0.000) T=1.597 acc44102 [742s]
[E-756rr] it45700: cur 33487.689 best 33490.458 (+0.000) T=1.558 acc44151 [743s]
[E-756rr] it45750: cur 33487.689 best 33490.458 (+0.000) T=1.519 acc44200 [743s]
[E-756rr] it45800: cur 33487.503 best 33490.458 (+0.000) T=1.482 acc44249 [744s]
[E-756rr] it45850: cur 33487.274 best 33490.458 (+0.000) T=1.445 acc44299 [745s]
[E-756rr] it45900: cur 33487.503 best 33490.458 (+0.000) T=1.409 acc44347 [746s]
[E-756rr] it45950: cur 33487.503 best 33490.458 (+0.000) T=1.374 acc44397 [747s]
[E-756rr] it46000: cur 33486.650 best 33490.458 (+0.000) T=1.341 acc44445 [747s]
[E-756rr] it46050: cur 33487.274 best 33490.458 (+0.000) T=1.307 acc44495 [748s]
[E-756rr] it46100: cur 33487.274 best 33490.458 (+0.000) T=1.275 acc44544 [749s]
[E-756rr] it46150: cur 33487.503 best 33490.458 (+0.000) T=1.244 acc44592 [750s]
[E-756rr] it46200: cur 33487.503 best 33490.458 (+0.000) T=1.213 acc44642 [750s]
[E-756rr] it46250: cur 33487.503 best 33490.458 (+0.000) T=1.183 acc44692 [751s]
[E-756rr] it46300: cur 33487.503 best 33490.458 (+0.000) T=1.154 acc44742 [752s]
[E-756rr] it46350: cur 33487.503 best 33490.458 (+0.000) T=1.125 acc44792 [753s]
[E-756rr] it46400: cur 33487.274 best 33490.458 (+0.000) T=1.097 acc44840 [754s]
[E-756rr] it46450: cur 33487.274 best 33490.458 (+0.000) T=1.070 acc44890 [754s]
[E-756rr] it46500: cur 33487.503 best 33490.458 (+0.000) T=1.044 acc44939 [755s]
[E-756rr] it46550: cur 33487.503 best 33490.458 (+0.000) T=1.018 acc44986 [756s]
[E-756rr] it46600: cur 33487.274 best 33490.458 (+0.000) T=0.993 acc45034 [757s]
[E-756rr] it46650: cur 33487.503 best 33490.458 (+0.000) T=0.968 acc45084 [757s]
[E-756rr] it46700: cur 33487.689 best 33490.458 (+0.000) T=0.945 acc45134 [758s]
[E-756rr] it46750: cur 33487.689 best 33490.458 (+0.000) T=0.921 acc45184 [759s]
[E-756rr] it46800: cur 33487.689 best 33490.458 (+0.000) T=0.898 acc45233 [760s]
[E-756rr] it46850: cur 33487.689 best 33490.458 (+0.000) T=0.876 acc45282 [761s]
[E-756rr] it46900: cur 33487.423 best 33490.458 (+0.000) T=0.855 acc45332 [761s]
[E-756rr] it46950: cur 33487.423 best 33490.458 (+0.000) T=0.834 acc45381 [762s]
[E-756rr] it47000: cur 33486.570 best 33490.458 (+0.000) T=0.813 acc45429 [763s]
[E-756rr] it47050: cur 33486.341 best 33490.458 (+0.000) T=0.793 acc45477 [764s]
[E-756rr] it47100: cur 33486.570 best 33490.458 (+0.000) T=0.773 acc45527 [764s]
[E-756rr] it47150: cur 33486.570 best 33490.458 (+0.000) T=0.754 acc45576 [765s]
[E-756rr] it47200: cur 33486.570 best 33490.458 (+0.000) T=0.736 acc45626 [766s]
[E-756rr] it47250: cur 33486.341 best 33490.458 (+0.000) T=0.717 acc45675 [767s]
[E-756rr] it47300: cur 33486.570 best 33490.458 (+0.000) T=0.700 acc45725 [768s]
[E-756rr] it47350: cur 33486.570 best 33490.458 (+0.000) T=0.682 acc45771 [768s]
[E-756rr] it47400: cur 33486.570 best 33490.458 (+0.000) T=0.666 acc45816 [769s]
[E-756rr] it47450: cur 33486.341 best 33490.458 (+0.000) T=0.649 acc45864 [770s]
[E-756rr] it47500: cur 33486.570 best 33490.458 (+0.000) T=0.633 acc45912 [771s]
[E-756rr] it47550: cur 33486.341 best 33490.458 (+0.000) T=0.617 acc45962 [772s]
[E-756rr] it47600: cur 33486.341 best 33490.458 (+0.000) T=0.602 acc46012 [773s]
[E-756rr] it47650: cur 33486.341 best 33490.458 (+0.000) T=0.587 acc46061 [773s]
[E-756rr] it47700: cur 33486.341 best 33490.458 (+0.000) T=0.573 acc46111 [774s]
[E-756rr] it47750: cur 33486.341 best 33490.458 (+0.000) T=0.559 acc46160 [775s]
[E-756rr] it47800: cur 33486.341 best 33490.458 (+0.000) T=0.545 acc46208 [776s]
[E-756rr] it47850: cur 33486.570 best 33490.458 (+0.000) T=0.531 acc46257 [777s]
[E-756rr] it47900: cur 33486.341 best 33490.458 (+0.000) T=0.518 acc46306 [778s]
[E-756rr] it47950: cur 33486.570 best 33490.458 (+0.000) T=0.506 acc46353 [779s]
[E-756rr] it48000: cur 33486.341 best 33490.458 (+0.000) T=0.493 acc46402 [779s]
[E-756rr] it48050: cur 33486.570 best 33490.458 (+0.000) T=0.481 acc46452 [780s]
[E-756rr] it48100: cur 33486.570 best 33490.458 (+0.000) T=0.469 acc46502 [781s]
[E-756rr] it48150: cur 33486.570 best 33490.458 (+0.000) T=0.457 acc46551 [782s]
[E-756rr] it48200: cur 33486.570 best 33490.458 (+0.000) T=0.446 acc46601 [783s]
[E-756rr] it48250: cur 33486.570 best 33490.458 (+0.000) T=0.435 acc46651 [784s]
[E-756rr] it48300: cur 33486.570 best 33490.458 (+0.000) T=0.424 acc46700 [785s]
[E-756rr] it48350: cur 33486.341 best 33490.458 (+0.000) T=0.414 acc46749 [785s]
[E-756rr] it48400: cur 33486.341 best 33490.458 (+0.000) T=0.404 acc46798 [786s]
[E-756rr] it48450: cur 33486.341 best 33490.458 (+0.000) T=0.394 acc46848 [787s]
[E-756rr] it48500: cur 33486.341 best 33490.458 (+0.000) T=0.384 acc46897 [788s]
[E-756rr] it48550: cur 33486.341 best 33490.458 (+0.000) T=0.374 acc46945 [789s]
[E-756rr] it48600: cur 33486.341 best 33490.458 (+0.000) T=0.365 acc46994 [790s]
[E-756rr] it48650: cur 33486.570 best 33490.458 (+0.000) T=0.356 acc47040 [791s]
[E-756rr] it48700: cur 33486.341 best 33490.458 (+0.000) T=0.347 acc47090 [792s]
[E-756rr] it48750: cur 33486.341 best 33490.458 (+0.000) T=0.339 acc47140 [792s]
[E-756rr] it48800: cur 33486.341 best 33490.458 (+0.000) T=0.330 acc47188 [793s]
[E-756rr] it48850: cur 33487.194 best 33490.458 (+0.000) T=0.322 acc47238 [794s]
[E-756rr] it48900: cur 33487.423 best 33490.458 (+0.000) T=0.314 acc47286 [795s]
[E-756rr] it48950: cur 33487.194 best 33490.458 (+0.000) T=0.307 acc47332 [796s]
[E-756rr] it49000: cur 33487.194 best 33490.458 (+0.000) T=0.299 acc47381 [797s]
[E-756rr] it49050: cur 33487.194 best 33490.458 (+0.000) T=0.292 acc47429 [798s]
[E-756rr] it49100: cur 33487.194 best 33490.458 (+0.000) T=0.284 acc47478 [798s]
[E-756rr] it49150: cur 33487.194 best 33490.458 (+0.000) T=0.277 acc47528 [799s]
[E-756rr] it49200: cur 33487.194 best 33490.458 (+0.000) T=0.271 acc47573 [800s]
[E-756rr] it49250: cur 33487.194 best 33490.458 (+0.000) T=0.264 acc47623 [801s]
[E-756rr] it49300: cur 33487.423 best 33490.458 (+0.000) T=0.257 acc47672 [802s]
[E-756rr] it49350: cur 33487.423 best 33490.458 (+0.000) T=0.251 acc47721 [803s]
[E-756rr] it49400: cur 33487.423 best 33490.458 (+0.000) T=0.245 acc47771 [804s]
[E-756rr] it49450: cur 33488.107 best 33490.458 (+0.000) T=0.239 acc47819 [805s]
[E-756rr] it49500: cur 33488.107 best 33490.458 (+0.000) T=0.233 acc47866 [805s]
[E-756rr] it49550: cur 33488.107 best 33490.458 (+0.000) T=0.227 acc47913 [806s]
[E-756rr] it49600: cur 33488.107 best 33490.458 (+0.000) T=0.221 acc47963 [807s]
[E-756rr] it49650: cur 33488.336 best 33490.458 (+0.000) T=0.216 acc48012 [808s]
[E-756rr] it49700: cur 33488.107 best 33490.458 (+0.000) T=0.211 acc48060 [809s]
[E-756rr] it49750: cur 33487.921 best 33490.458 (+0.000) T=0.205 acc48107 [810s]
[E-756rr] it49800: cur 33488.150 best 33490.458 (+0.000) T=0.200 acc48157 [811s]
[E-756rr] it49850: cur 33487.921 best 33490.458 (+0.000) T=0.195 acc48205 [811s]
[E-756rr] it49900: cur 33487.921 best 33490.458 (+0.000) T=0.191 acc48254 [812s]
[E-756rr] it49950: cur 33487.921 best 33490.458 (+0.000) T=0.186 acc48302 [813s]
[E-756rr] it50000: cur 33487.921 best 33490.458 (+0.000) T=0.181 acc48350 [814s]
[E-756rr] it50050: cur 33487.921 best 33490.458 (+0.000) T=0.177 acc48399 [815s]
[E-756rr] it50100: cur 33487.921 best 33490.458 (+0.000) T=0.172 acc48448 [816s]
[E-756rr] it50150: cur 33488.150 best 33490.458 (+0.000) T=0.168 acc48497 [817s]
[E-756rr] it50200: cur 33488.150 best 33490.458 (+0.000) T=0.164 acc48545 [817s]
[E-756rr] it50250: cur 33487.921 best 33490.458 (+0.000) T=0.160 acc48593 [818s]
[E-756rr] it50300: cur 33487.921 best 33490.458 (+0.000) T=0.156 acc48641 [819s]
[E-756rr] it50350: cur 33488.061 best 33490.458 (+0.000) T=0.152 acc48689 [820s]
[E-756rr] it50400: cur 33487.921 best 33490.458 (+0.000) T=0.148 acc48734 [821s]
[E-756rr] it50450: cur 33488.150 best 33490.458 (+0.000) T=0.145 acc48782 [822s]
[E-756rr] it50500: cur 33488.150 best 33490.458 (+0.000) T=0.141 acc48830 [823s]
[E-756rr] it50550: cur 33488.150 best 33490.458 (+0.000) T=0.138 acc48878 [823s]
[E-756rr] it50600: cur 33488.150 best 33490.458 (+0.000) T=0.134 acc48925 [824s]
[E-756rr] it50650: cur 33488.150 best 33490.458 (+0.000) T=0.131 acc48970 [825s]
[E-756rr] it50700: cur 33488.150 best 33490.458 (+0.000) T=0.128 acc49016 [826s]
[E-756rr] it50750: cur 33488.150 best 33490.458 (+0.000) T=0.125 acc49064 [827s]
[E-756rr] it50800: cur 33488.150 best 33490.458 (+0.000) T=0.122 acc49111 [828s]
[E-756rr] it50850: cur 33488.150 best 33490.458 (+0.000) T=0.119 acc49158 [829s]
[E-756rr] it50900: cur 33488.066 best 33490.458 (+0.000) T=0.116 acc49207 [829s]
[E-756rr] it50950: cur 33488.066 best 33490.458 (+0.000) T=0.113 acc49254 [830s]
[E-756rr] it51000: cur 33488.066 best 33490.458 (+0.000) T=0.110 acc49304 [831s]
[E-756rr] it51050: cur 33488.066 best 33490.458 (+0.000) T=0.107 acc49352 [832s]
[E-756rr] it51100: cur 33488.066 best 33490.458 (+0.000) T=0.105 acc49400 [833s]
[E-756rr] it51150: cur 33488.066 best 33490.458 (+0.000) T=0.102 acc49448 [834s]
[E-756rr] it51200: cur 33488.066 best 33490.458 (+0.000) T=0.099 acc49497 [835s]
[E-756rr] it51250: cur 33488.066 best 33490.458 (+0.000) T=0.097 acc49545 [836s]
[E-756rr] it51300: cur 33488.066 best 33490.458 (+0.000) T=0.095 acc49591 [836s]
[E-756rr] it51350: cur 33487.724 best 33490.458 (+0.000) T=0.092 acc49641 [837s]
[E-756rr] it51400: cur 33487.724 best 33490.458 (+0.000) T=0.090 acc49690 [838s]
[E-756rr] it51450: cur 33487.724 best 33490.458 (+0.000) T=0.088 acc49737 [839s]
[E-756rr] it51500: cur 33487.724 best 33490.458 (+0.000) T=0.086 acc49786 [840s]
[E-756rr] it51550: cur 33487.724 best 33490.458 (+0.000) T=0.084 acc49835 [841s]
[E-756rr] it51600: cur 33487.724 best 33490.458 (+0.000) T=0.081 acc49884 [842s]
[E-756rr] it51650: cur 33487.724 best 33490.458 (+0.000) T=0.079 acc49932 [842s]
[E-756rr] it51700: cur 33487.724 best 33490.458 (+0.000) T=0.077 acc49981 [843s]
[E-756rr] it51750: cur 33487.910 best 33490.458 (+0.000) T=0.076 acc50031 [844s]
[E-756rr] it51800: cur 33487.910 best 33490.458 (+0.000) T=0.074 acc50079 [845s]
[E-756rr] it51850: cur 33487.910 best 33490.458 (+0.000) T=0.072 acc50127 [846s]
[E-756rr] it51900: cur 33487.910 best 33490.458 (+0.000) T=0.070 acc50174 [847s]
[E-756rr] it51950: cur 33487.910 best 33490.458 (+0.000) T=0.068 acc50220 [848s]
