E-508: bank_mk=142.9183, target=R1=101.65
Bank perm fast walk: mk=162.2333333492279 ok=True
  [s=3 it=665753 t=840s T=0.50] cur=156.49 best=152.99 walks=655374 feas=21749 acc=7776 (780/s)
  [s=5 it=679752 t=841s T=0.71] cur=154.39 best=151.75 walks=669185 feas=22078 acc=8128 (796/s)
  [s=6 it=661559 t=841s T=1.10] cur=158.07 best=151.75 walks=651358 feas=21914 acc=8742 (775/s)
  [s=2 it=657289 t=841s T=1.50] cur=157.17 best=151.75 walks=647292 feas=22226 acc=8546 (770/s)
  [s=7 it=647098 t=841s T=0.50] cur=152.99 best=151.75 walks=637264 feas=21597 acc=7536 (758/s)
  [s=1 it=716975 t=900s T=0.50] cur=155.83 best=151.75 walks=705898 feas=23144 acc=9335 (784/s)
  [s=4 it=696974 t=900s T=0.50] cur=152.99 best=152.99 walks=686270 feas=22887 acc=8446 (762/s)
  [s=3 it=714895 t=900s T=0.50] cur=157.17 best=152.99 walks=703753 feas=23270 acc=8326 (782/s)
  [s=0 it=696166 t=901s T=4.37] cur=156.73 best=152.99 walks=685397 feas=24085 acc=8221 (761/s)
  [s=5 it=726347 t=901s T=0.50] cur=152.99 best=151.75 walks=715075 feas=23643 acc=8567 (794/s)
  [s=7 it=692556 t=901s T=0.50] cur=153.23 best=151.75 walks=682019 feas=23181 acc=7897 (757/s)
  [s=6 it=710182 t=901s T=0.54] cur=157.07 best=151.75 walks=699254 feas=23330 acc=9334 (776/s)
  [s=2 it=707686 t=901s T=0.67] cur=156.73 best=151.75 walks=696887 feas=23828 acc=9098 (774/s)
  [s=1 it=763753 t=960s T=0.50] cur=153.48 best=151.75 walks=751948 feas=24653 acc=9764 (783/s)
  [s=4 it=742369 t=960s T=0.50] cur=153.57 best=152.99 walks=730945 feas=24441 acc=8866 (761/s)
  [s=3 it=763079 t=961s T=0.50] cur=158.07 best=152.99 walks=751203 feas=24767 acc=8797 (782/s)
  [s=0 it=745024 t=961s T=2.05] cur=158.57 best=152.99 walks=733450 feas=25594 acc=9151 (764/s)
  [s=5 it=772508 t=961s T=0.50] cur=152.99 best=151.75 walks=760546 feas=25204 acc=8969 (792/s)
  [s=2 it=758391 t=961s T=0.50] cur=157.81 best=151.75 walks=746815 feas=25223 acc=9583 (777/s)
  [s=7 it=738045 t=961s T=0.50] cur=153.23 best=151.75 walks=726820 feas=24772 acc=8275 (757/s)
  [s=6 it=759183 t=961s T=0.50] cur=156.49 best=151.75 walks=747495 feas=24922 acc=9861 (778/s)
  [s=1 it=810211 t=1021s T=0.50] cur=153.65 best=151.75 walks=797700 feas=26198 acc=10164 (782/s)
  [s=4 it=787523 t=1021s T=0.50] cur=152.99 best=152.99 walks=775441 feas=26005 acc=9278 (760/s)
  [s=3 it=811873 t=1021s T=0.50] cur=156.73 best=152.99 walks=799264 feas=26282 acc=9311 (783/s)
  [s=0 it=793126 t=1021s T=3.20] cur=160.39 best=152.99 walks=780793 feas=27186 acc=10062 (765/s)
  [s=2 it=808877 t=1021s T=0.50] cur=156.99 best=151.75 walks=796440 feas=26677 acc=10029 (780/s)
  [s=7 it=783471 t=1021s T=0.50] cur=153.23 best=151.75 walks=771552 feas=26333 acc=8686 (756/s)
  [s=6 it=807973 t=1021s T=0.50] cur=152.17 best=151.75 walks=795524 feas=26462 acc=10350 (779/s)
  [s=5 it=818630 t=1021s T=0.50] cur=152.99 best=151.75 walks=805992 feas=26711 acc=9349 (790/s)
  [s=1 it=856331 t=1081s T=0.50] cur=152.99 best=151.75 walks=843058 feas=27802 acc=10583 (780/s)
  [s=4 it=832698 t=1081s T=0.50] cur=153.23 best=152.99 walks=819931 feas=27573 acc=9629 (759/s)
  [s=3 it=859966 t=1081s T=0.50] cur=155.64 best=152.99 walks=846577 feas=27637 acc=9640 (783/s)
  [s=0 it=842551 t=1081s T=4.80] cur=177.27 best=152.99 walks=829486 feas=28760 acc=10907 (768/s)
  [s=2 it=858515 t=1081s T=0.50] cur=157.75 best=151.75 walks=845284 feas=28232 acc=10556 (782/s)
  [s=7 it=829691 t=1081s T=4.56] cur=165.69 best=151.75 walks=817078 feas=27997 acc=9162 (756/s)
  [s=6 it=857427 t=1081s T=3.79] cur=160.19 best=151.75 walks=844166 feas=28046 acc=11126 (781/s)
  [s=5 it=865400 t=1081s T=4.86] cur=171.75 best=151.75 walks=852017 feas=28321 acc=9691 (788/s)
  [s=1 it=902806 t=1141s T=0.50] cur=155.65 best=151.75 walks=888761 feas=29414 acc=11037 (779/s)
  [s=3 it=910470 t=1141s T=0.50] cur=156.73 best=152.99 walks=896258 feas=29139 acc=10118 (786/s)
  [s=4 it=877753 t=1141s T=0.50] cur=153.23 best=152.99 walks=864253 feas=29045 acc=10023 (758/s)
  [s=0 it=889619 t=1141s T=2.13] cur=154.39 best=152.99 walks=875825 feas=30386 acc=11898 (768/s)
  [s=2 it=907613 t=1141s T=0.50] cur=152.31 best=151.75 walks=893618 feas=29828 acc=10974 (783/s)
  [s=7 it=877839 t=1141s T=2.04] cur=154.65 best=151.75 walks=864502 feas=29608 acc=10158 (758/s)
  [s=6 it=906045 t=1141s T=1.77] cur=157.57 best=151.75 walks=892007 feas=29561 acc=11954 (782/s)
  [s=5 it=915399 t=1141s T=2.40] cur=164.57 best=151.75 walks=901307 feas=29734 acc=10611 (790/s)
  [s=1 it=949381 t=1201s T=0.50] cur=153.23 best=151.75 walks=934667 feas=30982 acc=11469 (778/s)
  [s=4 it=922790 t=1201s T=0.50] cur=153.57 best=152.99 walks=908605 feas=30594 acc=10480 (757/s)
  [s=0 it=937757 t=1201s T=0.97] cur=156.73 best=152.99 walks=923208 feas=31963 acc=12631 (769/s)
  [s=3 it=960790 t=1201s T=0.50] cur=152.17 best=151.75 walks=945806 feas=30834 acc=10560 (788/s)
  [s=2 it=957140 t=1201s T=0.50] cur=151.75 best=151.75 walks=942436 feas=31416 acc=11373 (785/s)
  [s=7 it=924638 t=1201s T=3.21] cur=179.57 best=151.75 walks=910618 feas=31121 acc=11053 (758/s)
  [s=6 it=954451 t=1201s T=4.12] cur=166.65 best=151.75 walks=939652 feas=31138 acc=13000 (783/s)
  [s=5 it=962641 t=1201s T=1.10] cur=153.23 best=151.75 walks=947820 feas=31294 acc=11328 (789/s)
  [s=1 it=996308 t=1261s T=0.50] cur=153.65 best=151.75 walks=980815 feas=32595 acc=11959 (778/s)
  [s=0 it=986602 t=1261s T=0.50] cur=158.25 best=152.99 walks=971309 feas=33429 acc=13160 (770/s)
  [s=4 it=968594 t=1261s T=0.50] cur=153.57 best=152.99 walks=953676 feas=32183 acc=10904 (756/s)
  [s=3 it=1011338 t=1261s T=0.50] cur=151.75 best=151.75 walks=995553 feas=32506 acc=10929 (790/s)
  [s=2 it=1006638 t=1261s T=0.50] cur=152.17 best=151.75 walks=991166 feas=33020 acc=11733 (786/s)
  [s=7 it=971440 t=1261s T=1.49] cur=161.31 best=151.75 walks=956658 feas=32657 acc=11825 (759/s)
  [s=5 it=1008750 t=1261s T=0.50] cur=153.23 best=151.75 walks=993191 feas=32874 acc=11802 (788/s)
  [s=6 it=1001121 t=1261s T=1.92] cur=156.49 best=151.75 walks=985543 feas=32663 acc=13864 (782/s)
  [s=1 it=1042821 t=1321s T=4.80] cur=165.07 best=151.75 walks=1026602 feas=34240 acc=12760 (777/s)
  [s=0 it=1035277 t=1321s T=0.50] cur=158.07 best=152.99 walks=1019198 feas=34950 acc=13654 (772/s)
  [s=4 it=1013679 t=1321s T=0.50] cur=153.23 best=152.99 walks=998042 feas=33727 acc=11295 (756/s)
  [s=3 it=1061681 t=1321s T=0.50] cur=152.17 best=151.75 walks=1045141 feas=34142 acc=11331 (791/s)
  [s=2 it=1055915 t=1321s T=0.50] cur=152.17 best=151.75 walks=1039712 feas=34586 acc=12134 (787/s)
  [s=7 it=1018940 t=1321s T=0.66] cur=156.57 best=151.75 walks=1003434 feas=34286 acc=12459 (760/s)
  [s=5 it=1055262 t=1321s T=0.50] cur=153.23 best=151.75 walks=1038944 feas=34466 acc=12219 (787/s)
  [s=6 it=1047966 t=1321s T=0.85] cur=153.23 best=151.75 walks=1031672 feas=34284 acc=14447 (781/s)
  [s=1 it=1089583 t=1381s T=2.28] cur=153.23 best=151.75 walks=1072607 feas=35729 acc=13729 (777/s)
